Id,MSSubClass,LotArea,PoolArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MiscVal,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,TotRmsAbvGrd,Fireplaces,MoSold,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice
218,70,9906,0,4,4,1925,1950,0,0,0,686,686,810,518,0,1328,8,0,9,1,210,0,172,60,0,0,107000
219,50,15660,0,7,9,1939,2006,0,341,0,457,798,1137,817,0,1954,8,2,5,2,431,0,119,150,0,0,311500
220,120,3010,0,7,5,2005,2006,0,16,0,1232,1248,1248,0,0,1248,5,0,3,2,438,108,0,0,0,0,167240
221,20,8990,0,7,5,2006,2006,0,0,0,1498,1498,1498,0,0,1498,5,0,4,2,675,351,33,0,0,0,204900
222,60,8068,0,6,5,2002,2002,0,0,0,1010,1010,1010,1257,0,2267,8,1,12,2,390,120,46,0,0,0,200000
223,60,11475,0,6,6,1975,1975,0,550,0,163,713,811,741,0,1552,6,1,2,2,434,209,208,0,0,0,179900
224,20,10500,0,4,6,1971,1971,0,524,180,160,864,864,0,0,864,4,0,3,2,576,216,0,0,0,0,97000
225,20,13472,0,10,5,2003,2003,0,56,0,2336,2392,2392,0,0,2392,8,1,6,3,968,248,105,0,0,0,386250
226,160,1680,0,5,5,1971,1971,0,0,0,630,630,630,672,0,1302,6,0,5,1,280,0,0,0,0,0,112000
227,60,9950,0,7,5,1995,1995,0,565,0,638,1203,1214,1306,0,2520,9,1,6,3,721,224,114,0,0,0,290000
228,160,1869,0,6,6,1970,1970,0,321,0,162,483,483,504,0,987,5,0,9,1,280,0,0,0,0,0,106000
229,20,8521,0,5,5,1967,1967,0,842,0,70,912,912,0,0,912,5,1,5,1,336,0,0,0,0,0,125000
230,120,3182,0,7,5,2005,2006,0,16,0,1357,1373,1555,0,0,1555,7,1,5,2,430,143,20,0,0,0,192500
231,20,8760,0,6,6,1959,1959,0,0,0,1194,1194,1194,0,0,1194,6,0,4,1,312,0,0,120,0,0,148000
232,60,15138,0,8,5,1995,1996,0,689,0,773,1462,1490,1304,0,2794,9,1,7,3,810,0,146,202,0,0,403000
233,160,1680,0,6,5,1972,1972,0,0,0,483,483,483,504,0,987,5,1,6,1,288,0,0,0,0,0,94500
234,20,10650,0,5,6,1976,1976,0,182,712,0,894,894,0,0,894,5,0,2,1,308,365,0,0,0,0,128200
235,60,7851,0,6,5,2002,2002,0,625,0,235,860,860,1100,0,1960,8,2,5,2,440,288,48,0,0,0,216500
236,160,1680,0,6,3,1971,1971,0,358,0,125,483,483,504,0,987,5,0,8,1,264,0,0,0,0,0,89500
237,20,8773,0,7,5,2004,2004,0,24,0,1390,1414,1414,0,0,1414,6,0,5,2,494,132,105,0,0,0,185500
238,60,9453,0,7,7,1993,2003,0,402,0,594,996,1014,730,0,1744,7,0,2,2,457,370,70,0,238,0,194500
239,20,12030,0,8,5,2007,2007,0,0,0,1694,1694,1694,0,0,1694,7,0,12,3,818,168,228,0,0,0,318000
240,50,8741,0,6,4,1945,1950,0,94,0,641,735,798,689,0,1487,7,1,4,1,220,0,140,0,0,0,113000
241,20,9000,0,8,5,2008,2008,0,1078,0,488,1566,1566,0,0,1566,7,0,4,2,750,144,168,0,0,0,262500
242,30,3880,0,5,9,1945,1997,0,329,0,357,686,866,0,0,866,4,0,8,0,0,58,42,0,0,0,110500
243,50,5000,0,5,4,1900,1950,0,0,0,540,540,889,551,0,1440,6,0,4,1,352,0,0,77,0,0,79000
244,160,10762,0,6,6,1980,1980,0,0,0,626,626,626,591,0,1217,6,1,4,1,288,0,28,0,0,0,120000
245,60,8880,0,7,5,1994,2002,0,695,0,253,948,1222,888,0,2110,8,2,5,2,463,0,130,0,0,0,205000
246,20,10400,0,7,5,1988,1988,0,929,0,916,1845,1872,0,0,1872,6,1,6,2,604,197,39,0,0,0,241500
247,190,9142,0,6,8,1910,1950,0,0,0,1020,1020,908,1020,0,1928,9,0,4,1,440,0,60,112,0,0,137000
248,20,11310,0,6,5,1954,1954,0,0,0,1367,1367,1375,0,0,1375,5,1,6,2,451,0,30,0,0,0,140000
249,60,11317,0,7,5,2003,2003,0,0,0,840,840,840,828,0,1668,8,0,9,2,500,144,68,0,0,0,180000
250,50,159000,0,6,7,1958,2006,500,697,0,747,1444,1444,700,0,2144,7,2,6,2,389,0,98,0,0,0,277000
251,30,5350,0,3,2,1940,1966,450,0,0,728,728,1306,0,0,1306,6,0,5,0,0,263,0,0,0,0,76500
252,120,4750,0,8,5,2006,2007,0,1573,0,0,1573,1625,0,0,1625,5,1,12,2,538,123,0,0,0,153,235000
253,60,8366,0,6,5,2004,2004,0,0,0,798,798,798,842,0,1640,6,0,12,2,520,138,45,0,0,0,173000
254,80,9350,0,6,7,1964,1991,0,270,580,452,1302,1302,0,0,1302,7,0,10,1,309,333,0,0,0,0,158000
255,20,8400,0,5,6,1957,1957,0,922,0,392,1314,1314,0,0,1314,5,0,6,1,294,250,0,0,0,0,145000
256,60,8738,0,7,5,1999,1999,0,0,0,975,975,1005,1286,0,2291,8,1,2,2,429,192,0,0,0,0,230000
257,60,8791,0,6,5,2003,2003,0,503,0,361,864,864,864,0,1728,7,0,5,2,673,216,56,0,0,0,207500
258,20,8814,0,7,5,2006,2006,0,1334,0,270,1604,1604,0,0,1604,8,1,3,2,660,123,110,0,0,0,220000
259,60,12435,0,7,5,2001,2001,0,361,0,602,963,963,829,0,1792,7,1,5,2,564,0,96,0,245,0,231500
260,20,12702,0,5,5,1956,1956,0,0,0,0,0,882,0,0,882,4,0,12,1,308,0,45,0,0,0,97000
261,80,19296,0,6,5,1962,1962,0,672,690,0,1362,1382,0,0,1382,6,1,5,2,884,0,0,252,0,0,176000
262,60,9588,0,8,5,2007,2007,0,0,0,1482,1482,1482,1092,0,2574,10,1,11,3,868,0,148,0,0,0,276000
263,80,8471,0,6,7,1977,1995,0,506,0,0,506,1212,0,0,1212,6,1,7,2,492,292,12,0,0,0,151000
264,50,5500,0,5,7,1929,2001,0,234,692,0,926,926,0,390,1316,6,0,4,2,484,0,0,0,0,0,130000
265,30,5232,0,5,5,1925,2004,0,0,0,680,680,764,0,0,764,4,0,6,2,504,0,0,0,0,0,73000
266,20,12090,0,6,6,1981,1981,0,588,228,606,1422,1422,0,0,1422,7,1,6,2,576,276,0,0,0,0,175500
267,60,11207,0,6,5,1997,1997,0,714,0,88,802,802,709,0,1511,8,1,6,2,413,95,75,0,0,0,185000
268,75,8400,0,5,8,1939,1997,0,378,0,342,720,1052,720,420,2192,8,1,7,1,240,262,24,0,0,0,179500
269,30,6900,0,5,6,1940,1955,0,403,125,212,740,778,0,0,778,4,1,2,1,924,0,25,0,0,0,120500
270,20,7917,0,6,7,1976,1976,0,751,0,392,1143,1113,0,0,1113,6,1,5,1,504,370,30,0,0,0,148000
271,60,10728,0,8,5,2006,2006,0,0,0,1095,1095,1095,844,0,1939,8,1,8,3,1053,192,51,0,0,0,266000
272,20,39104,0,7,7,1954,2005,0,226,1063,96,1385,1363,0,0,1363,5,2,4,2,439,81,0,0,0,0,241500
273,60,11764,0,8,7,1999,2007,0,524,0,628,1152,1164,1106,0,2270,9,1,4,3,671,132,57,0,0,0,290000
274,20,9600,0,6,6,1958,1988,0,620,620,0,1240,1632,0,0,1632,6,1,4,1,338,289,0,0,0,0,139000
275,20,8314,0,5,7,1982,1982,0,546,0,270,816,816,0,0,816,5,0,6,1,264,168,0,0,0,0,124500
276,50,7264,0,7,7,1925,2007,0,0,0,952,952,952,596,0,1548,5,0,10,2,672,74,0,0,0,144,205000
277,20,9196,0,7,5,2003,2003,0,0,0,1560,1560,1560,0,0,1560,7,0,4,2,573,100,150,0,0,0,201000
278,20,19138,0,4,5,1951,1951,0,120,0,744,864,864,0,0,864,4,0,6,2,400,0,0,0,0,0,141000
279,20,14450,0,9,5,2006,2007,0,0,0,2121,2121,2121,0,0,2121,8,1,5,3,732,124,98,0,0,142,415298
280,60,10005,0,7,5,1977,1977,0,392,0,768,1160,1156,866,0,2022,8,1,3,2,505,288,117,0,0,0,192000
281,60,11287,0,7,6,1989,1989,0,421,0,386,807,1175,807,0,1982,7,1,1,2,575,0,84,0,196,0,228500
282,20,7200,0,6,5,2006,2006,0,905,0,357,1262,1262,0,0,1262,5,0,5,2,572,0,120,0,0,0,185000
283,120,5063,0,7,5,2007,2008,0,904,0,410,1314,1314,0,0,1314,6,1,4,2,626,172,62,0,0,0,207500
284,20,9612,0,8,5,2008,2009,0,0,0,1468,1468,1468,0,0,1468,6,1,12,3,898,210,150,0,0,0,244600
285,120,8012,0,6,5,1992,1992,0,430,0,1145,1575,1575,0,0,1575,5,0,7,2,529,0,0,52,0,0,179200
286,160,4251,0,7,5,2006,2007,0,0,0,625,625,625,625,0,1250,5,0,6,2,528,0,54,0,0,0,164700
287,50,9786,0,6,7,1962,1981,0,600,0,312,912,1085,649,0,1734,7,1,6,2,440,0,0,0,0,128,159000
288,20,8125,0,4,4,1971,1971,0,614,0,244,858,858,0,0,858,5,0,6,0,0,0,0,0,0,0,88000
289,20,9819,0,5,5,1967,1967,0,450,0,432,882,900,0,0,900,5,0,2,1,280,0,0,0,0,0,122000
290,70,8730,0,6,7,1915,2003,0,0,0,698,698,698,698,0,1396,7,0,7,1,384,0,0,0,0,259,153575
291,60,15611,0,8,5,2006,2006,0,0,0,1079,1079,1079,840,0,1919,8,1,7,2,685,0,51,0,0,0,233230
292,190,5687,0,5,6,1912,2000,0,210,0,570,780,936,780,0,1716,9,0,3,0,0,0,184,0,0,0,135900
293,50,11409,0,5,4,1949,2008,0,292,0,476,768,1148,568,0,1716,8,1,1,1,281,0,0,0,0,160,131000
294,60,16659,0,7,7,1977,1994,0,795,0,0,795,1468,795,0,2263,9,1,3,2,539,0,250,0,0,0,235000
295,20,9600,0,6,5,1953,1953,0,1285,0,131,1416,1644,0,0,1644,7,2,10,2,418,110,0,0,0,0,167000
296,80,7937,0,6,6,1984,1984,0,819,0,184,1003,1003,0,0,1003,6,0,3,2,588,120,0,0,0,0,142500
297,50,13710,0,5,5,1950,1950,0,420,0,490,910,910,648,0,1558,6,0,6,1,282,289,0,0,0,0,152000
298,60,7399,0,7,5,1997,1998,0,649,0,326,975,975,975,0,1950,7,1,6,2,576,0,10,0,0,198,239000
299,60,11700,0,6,6,1968,1968,0,384,175,143,702,1041,702,0,1743,7,1,6,2,539,224,0,0,0,0,175000
300,20,14000,0,6,8,1950,2004,0,0,0,1092,1092,1152,0,0,1152,6,1,8,1,300,0,36,0,0,0,158500
301,190,15750,0,5,5,1953,1953,0,841,0,324,1165,1336,0,0,1336,5,2,6,1,375,0,0,0,0,0,157000
302,60,16226,0,8,5,1998,1999,0,281,0,747,1028,1210,1242,0,2452,9,1,5,2,683,208,50,0,0,0,267000
303,20,13704,0,7,5,2001,2002,0,0,0,1541,1541,1541,0,0,1541,6,1,1,3,843,468,81,0,0,0,205000
304,20,9800,0,5,7,1972,1972,0,894,0,0,894,894,0,0,894,5,0,7,2,552,256,0,0,0,0,149900
305,75,18386,0,7,9,1880,2002,0,0,0,1470,1470,1675,1818,0,3493,10,1,5,3,870,302,0,0,0,0,295000
306,20,10386,0,8,5,2004,2005,0,1464,0,536,2000,2000,0,0,2000,8,0,7,3,888,168,0,0,0,0,305900
307,60,13474,0,7,5,1990,1991,0,700,0,0,700,1122,1121,0,2243,8,1,6,3,746,127,44,224,0,0,225000
308,50,7920,0,6,7,1920,1950,0,0,0,319,319,1035,371,0,1406,6,0,3,0,0,0,144,0,0,0,89500
309,30,12342,0,4,5,1940,1950,0,262,0,599,861,861,0,0,861,4,0,3,2,539,158,0,0,0,0,82500
310,20,12378,0,9,5,2003,2004,0,1274,0,622,1896,1944,0,0,1944,8,3,11,3,708,208,175,0,0,0,360000
311,60,7685,0,6,5,1993,1994,0,518,0,179,697,697,804,0,1501,6,1,5,2,420,190,63,0,0,0,165600
312,20,8000,0,6,6,1948,2002,0,680,0,292,972,972,0,0,972,5,1,5,1,240,0,0,0,0,0,132000
313,190,7800,0,5,7,1939,1950,0,507,0,286,793,793,325,0,1118,5,1,5,2,410,0,0,0,0,271,119900
314,20,215245,0,7,5,1965,1965,0,1236,820,80,2136,2036,0,0,2036,8,2,6,2,513,0,0,0,0,0,375000
315,70,9600,0,7,7,1925,1990,0,16,0,712,728,832,809,0,1641,6,1,8,2,546,0,0,234,0,0,178000
316,60,7795,0,7,5,2004,2005,0,425,0,291,716,716,716,0,1432,6,1,7,2,432,100,51,0,0,0,188500
317,60,13005,0,7,7,1980,1980,0,692,0,153,845,1153,1200,0,2353,10,1,8,2,484,288,195,0,0,0,260000
318,60,9000,0,8,5,2006,2006,0,0,0,1088,1088,1088,871,0,1959,8,1,12,3,1025,208,46,0,0,0,270000
319,60,9900,0,7,5,1993,1993,0,987,0,360,1347,1372,1274,0,2646,9,1,4,3,656,340,60,144,0,0,260000
320,80,14115,0,7,5,1980,1980,0,1036,0,336,1372,1472,0,0,1472,6,2,6,2,588,233,48,0,0,0,187500
321,60,16259,0,9,5,2006,2006,0,0,0,1249,1249,1249,1347,0,2596,9,0,9,3,840,240,154,0,0,0,342643
322,60,12099,0,8,5,2004,2004,0,970,0,166,1136,1136,1332,0,2468,10,1,6,3,872,184,154,0,0,0,354000
323,60,10380,0,7,5,1986,1987,0,28,1474,0,1502,1553,1177,0,2730,8,1,8,2,576,201,96,0,0,0,301000
324,20,5820,0,3,8,1955,2005,0,256,0,906,1162,1163,0,0,1163,6,0,7,1,220,142,98,0,0,0,126175
325,80,11275,0,7,7,1967,2007,0,0,0,710,710,1898,1080,0,2978,11,1,6,2,564,240,0,0,0,0,242000
326,45,5000,0,5,6,1941,1950,0,116,0,604,720,803,0,0,803,5,0,12,2,360,0,0,244,0,0,87000
327,120,10846,0,8,5,1993,1993,0,1619,0,100,1719,1719,0,0,1719,6,2,5,2,473,122,30,0,0,0,324000
328,20,11600,0,6,5,1960,1960,0,565,0,818,1383,1383,0,0,1383,7,0,4,1,292,0,45,0,0,0,145250
329,75,11888,0,6,6,1916,1994,0,0,0,844,844,1445,689,0,2134,10,0,7,2,441,0,60,268,0,0,214500
330,70,6402,0,5,5,1920,1950,0,0,0,596,596,596,596,0,1192,6,0,7,1,189,0,0,137,0,0,78000
331,90,10624,0,5,4,1964,1964,0,40,264,1424,1728,1728,0,0,1728,10,0,11,1,352,155,0,0,0,0,119000
332,20,8176,0,5,6,1958,1992,0,846,0,210,1056,1056,0,0,1056,6,0,8,1,308,0,0,0,0,0,139000
333,20,10655,0,8,5,2003,2004,0,1124,479,1603,3206,1629,0,0,1629,7,1,10,3,880,0,0,0,0,0,284000
334,120,8198,0,7,5,2004,2004,0,720,0,638,1358,1358,0,0,1358,6,1,7,2,484,192,30,0,0,0,207000
335,60,9042,0,6,5,1998,1998,0,828,0,115,943,943,695,0,1638,7,2,7,2,472,100,38,0,0,0,192000
336,190,164660,0,5,6,1965,1965,700,1249,147,103,1499,1619,167,0,1786,7,2,8,2,529,670,0,0,0,0,228950
337,20,14157,0,9,5,2005,2006,0,1249,0,673,1922,1922,0,0,1922,8,1,7,3,676,178,51,0,0,0,377426
338,20,9135,0,7,5,2002,2003,0,810,0,726,1536,1536,0,0,1536,7,0,12,2,532,192,74,0,0,0,214000
339,20,14145,0,7,7,1984,1998,400,213,0,995,1208,1621,0,0,1621,8,0,5,2,440,108,45,0,0,0,202500
340,20,12400,0,6,7,1958,1998,0,585,0,630,1215,1215,0,0,1215,6,0,6,1,297,0,0,0,0,234,155000
341,60,14191,0,8,5,2002,2002,0,0,0,967,967,993,915,0,1908,9,0,4,2,431,135,0,0,0,0,202900
342,20,8400,0,4,4,1950,1950,0,0,0,721,721,841,0,0,841,4,0,9,1,294,250,0,24,0,0,82000
343,90,8544,0,3,4,1949,1950,0,0,0,0,0,1040,0,0,1040,6,0,5,2,400,0,0,0,0,0,87500
344,120,8849,0,9,5,2005,2005,0,28,0,1656,1684,1684,0,0,1684,6,1,7,2,564,495,72,0,0,0,266000
345,160,2592,0,5,3,1976,1976,0,129,232,175,536,536,576,0,1112,4,0,4,1,336,182,0,0,0,0,85000
346,50,6435,0,6,5,1939,1950,0,0,0,972,972,972,605,0,1577,6,1,10,1,312,0,0,0,0,0,140200
347,20,12772,0,6,8,1960,1998,15500,498,0,460,958,958,0,0,958,5,0,4,1,301,0,0,0,0,0,151500
348,20,17600,0,6,5,1960,1960,0,1270,0,208,1478,1478,0,0,1478,6,2,12,2,498,0,40,0,0,0,157500
349,160,2448,0,7,5,2003,2004,0,573,0,191,764,764,862,0,1626,6,0,10,2,474,0,27,0,0,0,154000
350,60,20431,0,9,5,2005,2006,0,1410,0,438,1848,1848,880,0,2728,10,2,4,3,706,0,0,0,0,0,437154
351,120,7820,0,9,5,2007,2007,0,0,0,1869,1869,1869,0,0,1869,6,1,12,2,617,210,54,0,0,0,318061
352,120,5271,0,7,5,1986,1986,0,1082,0,371,1453,1453,0,0,1453,6,1,12,2,445,0,80,0,0,184,190000
353,50,9084,0,5,6,1941,1950,0,236,380,0,616,616,495,0,1111,5,0,3,1,200,48,0,0,0,0,95000
354,30,8520,0,6,8,1928,2003,0,0,0,624,624,720,0,0,720,5,0,5,2,484,106,0,0,0,0,105900
355,50,8400,0,6,5,1940,2000,0,388,0,552,940,1192,403,0,1595,6,2,6,1,240,0,0,108,0,0,140000
356,20,11249,0,6,5,1995,1995,0,334,544,322,1200,1200,0,0,1200,6,0,8,2,521,0,26,0,0,0,177500
357,20,9248,0,6,6,1992,1992,0,560,0,598,1158,1167,0,0,1167,6,0,7,2,400,120,26,0,0,0,173000
358,120,4224,0,5,5,1976,1976,0,874,0,268,1142,1142,0,0,1142,6,1,8,2,528,536,90,0,0,0,134000
359,80,6930,0,5,4,1958,1958,0,300,294,468,1062,1352,0,0,1352,6,0,7,1,288,168,0,294,0,0,130000
360,60,12011,0,8,5,1998,1998,0,956,0,130,1086,1086,838,0,1924,7,1,6,2,592,208,75,0,0,374,280000
361,85,7540,0,6,6,1978,1978,0,773,0,115,888,912,0,0,912,5,1,6,2,470,0,0,0,0,192,156000
362,50,9144,0,5,5,1940,1982,0,399,0,484,883,988,517,0,1505,8,0,7,1,240,0,0,0,0,0,145000
363,85,7301,0,7,5,2003,2003,0,0,0,0,0,495,1427,0,1922,7,1,7,2,672,0,0,177,0,0,198500
364,160,1680,0,6,8,1972,2007,0,162,0,321,483,483,504,0,987,5,0,5,1,264,250,0,0,0,0,118000
365,60,18800,0,6,5,1976,1976,0,712,0,84,796,790,784,0,1574,6,1,7,2,566,306,111,0,0,0,190000
366,70,10690,0,5,7,1920,1997,0,456,0,216,672,672,672,0,1344,6,0,7,1,468,0,128,218,0,0,147000
367,20,9500,0,6,5,1963,1963,0,609,0,785,1394,1394,0,0,1394,6,2,7,2,514,0,76,0,0,185,159000
368,80,9150,0,6,5,1962,1962,0,371,0,728,1099,1431,0,0,1431,6,1,12,1,296,64,110,0,0,0,165000
369,20,7800,0,5,6,1954,1954,0,540,0,728,1268,1268,0,0,1268,7,1,3,1,244,0,98,0,0,0,132000
370,20,9830,0,5,7,1959,2006,0,72,258,733,1063,1287,0,0,1287,7,1,3,2,576,364,17,0,0,182,162000
371,60,8121,0,6,5,2000,2000,0,0,0,953,953,953,711,0,1664,7,1,1,2,460,100,40,0,0,0,172400
372,50,17120,0,4,4,1959,1959,0,0,0,0,0,1120,468,0,1588,7,1,7,2,680,0,59,0,0,0,134432
373,120,7175,0,6,5,1984,1984,0,623,121,0,744,752,0,0,752,4,0,2,1,264,353,0,0,0,90,125000
374,20,10634,0,5,6,1953,1953,0,428,180,0,608,1319,0,0,1319,5,0,11,1,270,66,0,0,0,0,123000
375,60,8200,0,7,5,2003,2004,0,0,0,847,847,847,1081,0,1928,8,1,7,2,434,100,48,0,0,0,219500
376,30,10020,0,1,1,1922,1950,0,350,0,333,683,904,0,0,904,4,0,3,0,0,0,0,0,0,0,61000
377,85,8846,0,5,5,1996,1996,0,298,0,572,870,914,0,0,914,5,0,7,2,576,0,0,0,0,0,148000
378,60,11143,0,8,5,2004,2005,0,0,0,1580,1580,1580,886,0,2466,8,1,12,2,610,159,214,0,0,0,340000
379,20,11394,0,9,2,2010,2010,0,1445,0,411,1856,1856,0,0,1856,8,1,6,3,834,113,0,0,0,0,394432
380,60,8123,0,6,5,2000,2000,0,0,0,982,982,1007,793,0,1800,7,1,6,2,463,100,63,0,0,0,179000
381,50,5000,0,5,6,1924,1950,0,218,0,808,1026,1026,665,0,1691,6,1,5,1,308,0,0,242,0,0,127000
382,20,7200,0,7,5,2006,2006,0,0,0,1293,1293,1301,0,0,1301,5,1,8,2,572,216,121,0,0,0,187750
383,60,9245,0,7,5,2006,2006,0,0,0,939,939,939,858,0,1797,8,0,4,2,639,144,53,0,0,0,213500
384,45,9000,0,6,3,1928,1950,0,0,0,784,784,784,0,0,784,5,0,10,2,360,0,0,91,0,0,76000
385,60,53107,0,6,5,1992,1992,0,985,0,595,1580,1079,874,0,1953,9,2,6,2,501,216,231,0,0,0,240000
386,120,3182,0,8,5,2004,2005,0,24,0,1232,1256,1269,0,0,1269,6,1,4,2,430,146,20,0,0,144,192000
387,50,8410,0,5,3,1910,1996,0,0,0,658,658,658,526,0,1184,8,0,5,0,0,0,151,0,0,0,81000
388,80,7200,0,6,6,1976,1976,0,631,0,410,1041,1125,0,0,1125,6,1,10,1,352,296,0,0,0,0,125000
389,20,9382,0,7,5,1999,2000,0,0,0,1468,1468,1479,0,0,1479,6,0,7,2,577,120,25,0,0,0,191000
390,60,12474,0,10,5,2007,2008,0,1280,0,402,1682,1742,590,0,2332,9,1,8,3,846,196,134,0,0,0,426000
391,50,8405,0,5,8,1900,1950,0,241,391,229,861,961,406,0,1367,7,0,4,1,384,0,130,112,0,0,119000
392,60,12209,0,6,5,2001,2002,0,690,0,114,804,804,1157,0,1961,7,1,6,2,560,125,192,0,0,0,215000
393,20,8339,0,5,7,1959,1959,1200,0,0,0,0,882,0,0,882,5,0,7,1,294,0,0,0,0,0,106500
394,30,7446,0,4,5,1941,1950,0,266,0,522,788,788,0,0,788,4,2,4,0,0,0,0,0,0,0,100000
395,50,10134,0,5,6,1940,1950,0,0,0,735,735,735,299,0,1034,5,0,7,1,240,0,39,0,0,0,109000
396,20,9571,0,5,6,1956,1956,0,739,0,405,1144,1144,0,0,1144,6,0,6,1,596,44,0,0,0,0,129000
397,20,7200,0,5,5,1972,1972,0,777,0,117,894,894,0,0,894,6,0,9,2,600,215,0,0,0,0,123000
398,60,7590,0,5,5,1962,1962,0,540,0,324,864,876,936,0,1812,8,1,7,1,264,0,168,0,0,0,169500
399,30,8967,0,5,2,1920,1950,0,0,0,961,961,1077,0,0,1077,6,0,11,1,338,0,0,0,0,0,67000
400,60,8125,0,7,5,2006,2007,0,812,0,280,1092,1112,438,0,1550,7,0,10,2,438,0,168,0,0,0,241000
401,120,14963,0,8,5,1996,1996,0,786,0,474,1260,1288,0,0,1288,4,2,12,2,500,120,30,0,0,224,245500
402,20,8767,0,7,5,2005,2005,0,24,0,1286,1310,1310,0,0,1310,6,1,7,2,400,0,0,0,0,0,164990
403,30,10200,0,5,8,1940,1997,0,0,0,672,672,672,0,0,672,4,0,8,1,240,168,0,0,0,0,108000
404,60,12090,0,8,5,1998,1998,0,0,0,1141,1141,1165,1098,0,2263,10,1,7,2,420,144,123,0,0,0,258000
405,60,10364,0,6,5,1995,1996,0,0,0,806,806,806,766,0,1572,7,1,5,2,373,0,40,0,0,0,168000
406,20,9991,0,4,4,1976,1993,0,1116,0,165,1281,1620,0,0,1620,8,1,6,2,490,120,78,0,0,0,150000
407,50,10480,0,6,5,1936,1950,0,0,0,1064,1064,1166,0,473,1639,6,0,3,1,240,0,0,0,0,0,115000
408,70,15576,0,6,7,1915,1976,0,0,0,840,840,840,840,0,1680,8,0,3,1,308,0,0,160,0,0,177000
409,60,14154,0,7,5,2006,2006,0,0,0,1063,1063,1071,1101,0,2172,9,1,8,3,947,192,62,0,0,0,280000
410,60,10800,0,8,5,2007,2008,0,789,0,245,1034,1050,1028,0,2078,8,1,4,3,836,0,102,0,0,0,339750
411,20,9571,0,5,3,1958,1958,0,0,0,1276,1276,1276,0,0,1276,5,0,6,1,350,0,0,0,0,0,60000
412,190,34650,0,5,5,1955,1955,0,1056,0,0,1056,1056,0,0,1056,5,0,1,2,572,264,0,0,0,0,145000
413,20,4403,0,7,5,2009,2009,0,578,0,892,1470,1478,0,0,1478,7,1,6,2,484,0,144,0,0,0,222000
414,30,8960,0,5,6,1927,1950,0,0,0,1008,1008,1028,0,0,1028,5,1,3,2,360,0,0,130,0,0,115000
415,60,11228,0,7,5,1993,1993,0,50,531,499,1080,1080,1017,0,2097,9,1,12,3,678,196,187,0,0,0,228000
416,20,8899,0,7,5,2007,2007,0,24,0,1316,1340,1340,0,0,1340,6,0,8,2,396,100,30,0,0,0,181134
417,60,7844,0,6,7,1978,1978,0,209,0,463,672,672,728,0,1400,6,1,3,2,440,0,0,0,0,0,149500
418,70,22420,0,6,6,1918,1950,0,1128,0,242,1370,1370,1254,0,2624,10,1,11,3,864,0,0,0,0,0,239000
419,50,8160,0,5,6,1940,1950,0,312,0,444,756,756,378,0,1134,7,0,4,1,240,0,0,0,0,0,126000
420,20,8450,0,5,6,1968,1968,0,775,0,281,1056,1056,0,0,1056,6,1,7,1,304,0,85,184,0,0,142000
421,90,7060,0,7,5,1997,1998,0,1309,0,35,1344,1344,0,0,1344,8,0,11,4,784,0,0,0,0,0,206300
422,20,16635,0,6,7,1977,2000,0,1246,0,356,1602,1602,0,0,1602,8,1,6,2,529,240,0,0,0,0,215000
423,20,21750,0,5,5,1954,1954,0,0,0,988,988,988,0,0,988,4,0,2,2,520,0,0,0,0,0,113000
424,60,9200,0,8,5,1998,1998,0,986,0,484,1470,1470,1160,0,2630,8,1,6,3,696,0,66,0,0,0,315000
425,20,9000,0,6,5,1956,1956,0,616,0,580,1196,1196,0,0,1196,6,1,5,1,297,0,44,0,0,0,139000
426,60,3378,0,7,8,1946,1992,0,0,0,651,651,707,682,0,1389,6,2,9,1,240,0,0,126,0,0,135000
427,80,12800,0,7,5,1989,1989,0,1518,0,0,1518,1644,0,0,1644,5,1,8,2,569,80,0,0,0,396,275000
428,20,8593,0,4,6,1957,1957,0,288,0,619,907,907,0,0,907,5,0,7,1,352,0,0,0,0,0,109008
429,20,6762,0,7,5,2007,2007,0,664,0,544,1208,1208,0,0,1208,6,0,9,2,628,105,54,0,0,0,195400
430,20,11457,0,6,5,1988,1988,0,1005,0,387,1392,1412,0,0,1412,6,1,3,2,576,0,0,169,0,0,175000
431,160,1680,0,6,5,1971,1971,0,387,0,96,483,483,504,0,987,4,0,7,1,264,0,0,0,0,0,85400
432,50,5586,0,6,7,1920,1998,0,0,0,901,901,1088,110,0,1198,7,0,9,0,0,0,98,0,0,0,79900
433,160,1920,0,5,5,1971,1971,0,471,0,294,765,765,600,0,1365,6,0,8,2,440,240,36,0,0,0,122500
434,60,10839,0,6,5,1997,1998,0,0,0,926,926,926,678,0,1604,7,1,7,2,470,0,36,0,0,0,181000
435,180,1890,0,4,7,1972,1972,0,495,0,135,630,630,0,0,630,3,0,6,0,0,88,0,0,0,0,81000
436,60,10667,0,7,6,1996,1996,0,385,344,70,799,827,834,0,1661,6,1,4,2,550,158,61,0,0,0,212000
437,50,4400,0,6,8,1920,1950,0,0,0,648,648,734,384,0,1118,6,0,10,2,440,0,0,0,0,0,116000
438,45,6000,0,6,7,1926,2004,0,0,0,884,884,904,0,0,904,4,0,1,1,180,0,0,105,0,0,119000
